2851566333.400000,0.341006,1
3015786766.600000,0.321860,2
2996460016.800000,0.323576,3
3009164524.900000,0.323457,4
3008513654.300000,0.323653,5
3008705445.900000,0.323454,10
3009035200.100000,0.323566,20
3006402837.500000,0.323296,1
3005938916.700000,0.322166,2
2996430812.600000,0.323772,3
3017008266.500000,0.323181,4
2985411287.400000,0.322873,5
