latency,throughput,parallel events
0.113078,8.838346,1
0.097902,19.926447,2
0.250261,11.491435,3
0.815777,4.826353,4
0.076094,13.128046,1
0.051246,38.339007,2
0.078800,36.795943,3
0.128649,27.424536,4
0.157182,6.359053,1
0.168928,11.635561,2
0.267560,11.113899,3
0.333385,9.171847,4
0.157185,6.359006,1
0.178755,10.879383,2
0.298945,9.982560,3
0.364504,10.466714,4
0.129883,7.695762,1
0.372635,4.401320,2
0.255031,11.613992,3
0.113388,33.091623,4
