latency,throughput,parallel events
0.810073,1.234354,1
1.330696,1.489763,2
2.053882,1.438055,3
2.601438,1.500713,4
0.737384,1.356033,1
1.345084,1.473782,2
2.339775,1.264981,3
2.788981,1.272910,4
0.817812,1.222674,1
1.329992,1.444015,2
1.941423,1.484369,3
2.432986,1.483963,4
0.731503,1.366942,1
1.468629,1.269224,2
2.331097,1.268375,3
2.646453,1.475989,4
0.816421,1.224751,1
1.414487,1.357801,2
2.348896,1.232371,3
3.350110,1.171824,4
