latency,throughput,parallel events,subscriptions
0.142858,6.994990,1,3
0.503778,3.924852,2,3
0.385662,7.680663,3,3
0.431687,8.954058,4,3
0.235990,4.236258,1,3
0.682105,2.917154,2,3
0.290916,10.141342,3,3
0.919811,4.267801,4,3
0.397724,2.513848,1,3
0.237144,8.374171,2,3
0.604536,4.888407,3,3
1.003612,3.933597,4,3
2.940373,0.340084,1,3
3.431199,0.575646,2,3
5.018766,0.564832,3,3
3.569987,1.070486,4,3
1.207949,0.827803,1,3
3.240857,0.611795,2,3
3.565245,0.837610,3,3
0.721155,4.627931,4,3
