latency,throughput,parallel events
0.002441,405.396509,1
0.002732,707.288609,2
0.002295,1238.968687,3
0.002567,1493.624092,4
0.001429,690.915903,1
0.006715,296.077348,2
0.002371,1216.005650,3
0.003314,1169.237342,4
0.001294,762.926851,1
0.007147,274.459641,2
0.001982,1424.226723,3
0.002203,1726.159174,4
0.001914,516.126808,1
0.001686,1148.366546,2
0.002163,1341.430386,3
0.002368,1657.847883,4
0.001257,785.242652,1
0.001371,1404.658719,2
0.002332,1216.415528,3
0.002058,1860.710384,4
