latency,throughput,parallel events,subscriptions
2.141742,0.466892,1,3
4.180070,0.466872,2,3
6.077862,0.468193,3,3
2.143653,0.466476,1,3
4.240841,0.459823,2,3
6.149162,0.464016,3,3
2.141546,0.466936,1,3
4.165102,0.468410,2,3
6.238872,0.457399,3,3
2.166686,0.461515,1,3
4.205596,0.463694,2,3
6.175169,0.461179,3,3
2.184138,0.457829,1,3
7.551791,0.246034,2,3
14.812357,0.197734,3,3
