latency,throughput,parallel events,subscriptions
0.191146,5.229908,1,2
0.480610,3.987475,2,2
2.225499,1.324886,3,2
1.869959,2.075986,4,2
1.584751,0.630805,1,2
3.103148,0.636801,2,2
1.871685,1.584014,3,2
3.294155,1.112940,4,2
1.445453,0.691797,1,2
1.125862,1.748204,2,2
1.866852,1.436155,3,2
4.274285,0.927698,4,2
1.024873,0.975675,1,2
1.524402,1.309886,2,2
0.586899,4.995447,3,2
0.334991,11.454952,4,2
0.336103,2.974629,1,2
0.198662,9.372443,2,2
0.133423,21.665406,3,2
0.735712,5.265045,4,2
