latency,throughput,parallel events,subscriptions
2.153006,0.464450,1,3
4.226652,0.461465,2,3
6.116445,0.466516,3,3
8.072276,0.459153,4,3
2.179548,0.458797,1,3
4.339634,0.449744,2,3
6.292710,0.452727,3,3
8.204412,0.450233,4,3
2.245307,0.445359,1,3
4.355200,0.448286,2,3
6.358268,0.446464,3,3
8.492567,0.434980,4,3
2.294059,0.435893,1,3
11.025597,0.178407,2,3
7.345787,0.391792,3,3
46.051542,0.085692,4,3
2.583562,0.387051,1,3
24.986837,0.079488,2,3
7.509551,0.376768,3,3
49.299468,0.079517,4,3
