latency,throughput,parallel events
0.464864,2.150906,1
0.978123,2.026548,2
1.800404,1.555377,3
1.888795,2.061752,4
0.785840,1.272429,1
0.980741,2.018763,2
2.002525,1.477736,3
2.664454,1.474070,4
0.532937,1.876209,1
1.233930,1.549641,2
1.400320,2.104849,3
2.257832,1.475943,4
0.576756,1.733670,1
1.326343,1.497430,2
1.685763,1.651208,3
2.182734,1.789945,4
0.666000,1.501367,1
1.357490,1.463666,2
1.735754,1.569663,3
2.323965,1.679169,4
