latency,throughput,parallel events,subscriptions
4.125831,0.242371,1,2
8.017542,0.243229,2,2
11.731581,0.242982,3,2
15.235332,0.242878,4,2
4.127651,0.242264,1,2
8.029913,0.242863,2,2
11.744469,0.242730,3,2
15.257988,0.242538,4,2
4.129654,0.242147,1,2
8.042241,0.242451,2,2
11.778168,0.242019,3,2
15.271246,0.242324,4,2
4.136100,0.241770,1,2
8.060264,0.241951,2,2
11.860404,0.240305,3,2
15.320857,0.241370,4,2
4.153888,0.240733,1,2
8.061751,0.241880,2,2
11.835301,0.240877,3,2
15.367700,0.240846,4,2
