latency,throughput,parallel events
0.399541,2.502525,1
0.930469,2.132898,2
1.310322,2.251654,3
1.829216,2.135765,4
0.450469,2.219626,1
1.131163,1.756999,2
1.371038,1.981033,3
1.576903,2.185616,4
0.512271,1.951871,1
1.403176,1.396605,2
1.636348,1.807663,3
1.796416,2.174123,4
0.565796,1.767090,1
1.107572,1.794274,2
1.326697,2.224584,3
1.897000,2.059042,4
0.576714,1.733778,1
1.028357,1.914441,2
1.400195,2.110100,3
1.855105,2.106683,4
