latency,throughput,parallel events
2.050929,0.487568,1
2.068920,0.966650,2
2.074894,1.377152,3
2.081788,1.921324,4
2.059413,0.485560,1
2.074268,0.964026,2
2.090462,1.367043,3
2.089600,1.913824,4
2.063998,0.484477,1
2.084055,0.959616,2
2.087817,1.369242,3
2.103365,1.901458,4
2.069623,0.483160,1
2.076187,0.963265,2
2.094957,1.363689,3
2.110144,1.895037,4
2.071530,0.482720,1
2.084802,0.959224,2
2.110445,1.354846,3
2.123095,1.883364,4
