latency,throughput,parallel events
0.004251,232.826274,1
0.001658,1156.542878,2
0.002326,1257.930861,3
0.003538,1083.900688,4
0.001218,807.723158,1
0.001346,1459.290430,2
0.002726,1051.711332,3
0.002493,1518.314671,4
0.001312,751.570058,1
0.001566,1215.836292,2
0.002264,1271.583865,3
0.002197,1738.292729,4
0.001369,720.163846,1
0.001872,1045.348526,2
0.002288,1265.262226,3
0.002364,1598.007859,4
0.001503,656.597029,1
0.001785,1071.988475,2
0.002031,1400.658309,3
0.002204,1705.072138,4
