latency,throughput,parallel events
0.001771,557.116643,1
0.002158,917.014035,2
0.011279,257.552455,3
0.003354,1072.304587,4
0.001397,705.628136,1
0.001594,1199.736082,2
0.003207,926.158194,3
0.002958,1212.969629,4
0.001745,564.975741,1
0.001897,1015.305734,2
0.002320,1278.493056,3
0.002509,1512.058668,4
0.001533,643.955618,1
0.001731,1120.704591,2
0.002680,1046.460656,3
0.002906,1296.389768,4
0.003313,299.564133,1
0.001495,1273.169051,2
0.002200,1319.544098,3
0.002681,1383.600365,4
