latency,throughput,parallel events,subscriptions
2.053329,0.486997,1,1
1.955274,0.971785,2,1
1.853705,1.388633,3,1
2.056734,0.486190,1,1
1.954971,0.972396,2,1
1.856457,1.386153,3,1
2.055706,0.486433,1,1
1.956518,0.971610,2,1
1.857656,1.385596,3,1
2.055481,0.486489,1,1
1.957626,0.971008,2,1
1.849601,1.391152,3,1
2.059422,0.485555,1,1
1.953231,0.973133,2,1
1.866309,1.380363,3,1
