latency,throughput,parallel events,subscriptions
0.115624,8.642364,1,3
0.095383,20.510606,2,3
0.238835,12.308910,3,3
0.124051,8.055480,1,3
0.181586,10.925369,2,3
0.281204,10.476523,3,3
0.108967,9.170608,1,3
0.188956,10.483728,2,3
0.132750,21.762909,3,3
0.106975,9.340319,1,3
0.210643,9.405295,2,3
0.239352,12.124674,3,3
0.120975,8.260630,1,3
0.183044,10.842703,2,3
0.319826,9.268082,3,3
