latency,throughput,parallel events
0.395439,2.528387,1
0.564229,3.518265,2
0.693503,4.248838,3
0.994594,3.411157,4
0.257306,3.885507,1
0.558135,3.169506,2
1.263984,2.259273,3
0.953023,4.084616,4
0.337239,2.964723,1
0.939571,2.119009,2
0.678549,4.085898,3
1.035755,3.432085,4
0.248766,4.018880,1
0.671102,2.870968,2
0.877662,3.368433,3
0.945282,4.116818,4
0.246648,4.053392,1
0.861938,2.308392,2
0.582928,4.078093,3
1.110638,3.365852,4
