latency,throughput,parallel events,subscriptions
2.053271,0.487006,1,1
3.999924,0.487546,2,1
5.845901,0.487557,3,1
7.596838,0.487102,4,1
2.056414,0.486267,1,1
3.999543,0.487585,2,1
5.856055,0.486697,3,1
7.605025,0.486633,4,1
2.059578,0.485520,1,1
4.006844,0.486722,2,1
5.855266,0.486824,3,1
7.608495,0.486397,4,1
2.058332,0.485813,1,1
4.010396,0.486246,2,1
5.858308,0.486521,3,1
7.603531,0.486506,4,1
2.062623,0.484803,1,1
4.011553,0.486162,2,1
5.861431,0.486324,3,1
7.611003,0.486251,4,1
