latency,throughput,parallel events,subscriptions
0.108355,9.222324,1,1
0.174131,11.377798,2,1
0.223134,13.191567,3,1
0.111701,8.945917,1,1
0.064601,29.886159,2,1
0.230450,12.834808,3,1
0.103674,9.637512,1,1
0.209133,9.515820,2,1
0.105737,27.019120,3,1
0.094016,10.627548,1,1
0.202767,9.777592,2,1
0.234862,12.621711,3,1
0.057072,17.497937,1,1
0.184166,10.730074,2,1
0.262576,11.227577,3,1
