latency,throughput,parallel events
0.680299,1.469801,1
1.257701,1.578738,2
1.975382,1.498892,3
1.907571,2.037407,4
0.667138,1.498806,1
1.275704,1.556683,2
1.425785,2.065529,3
2.619986,1.496124,4
0.644032,1.552366,1
1.349762,1.472417,2
1.819251,1.533678,3
2.223369,1.624400,4
0.553048,1.807925,1
1.327484,1.495782,2
1.752380,1.560916,3
1.901299,2.037053,4
0.693993,1.440807,1
1.296754,1.531646,2
1.763076,1.676660,3
2.522610,1.431395,4
