latency,throughput,parallel events
0.079356,12.587974,1
0.239617,8.267948,2
0.346145,8.475235,3
0.705845,5.538418,4
0.195850,5.104045,1
0.229934,8.575696,2
0.297093,9.063277,3
0.430710,8.729815,4
0.129486,7.718045,1
0.246459,8.020529,2
0.250706,11.721152,3
0.322872,11.770809,4
0.148336,6.737501,1
0.117480,16.860574,2
0.111928,25.554825,3
0.912056,4.309074,4
0.194742,5.133349,1
0.236788,8.344955,2
0.514837,5.701220,3
0.944114,4.145202,4
