latency,throughput,parallel events,subscriptions
2.073700,0.482215,1,2
4.048286,0.481682,2,2
5.934710,0.480343,3,2
7.729349,0.478726,4,2
2.093811,0.477584,1,2
4.065978,0.479385,2,2
5.978318,0.476432,3,2
7.723018,0.479314,4,2
2.091508,0.478106,1,2
4.097956,0.476029,2,2
5.982872,0.476126,3,2
7.802957,0.474473,4,2
2.118772,0.471956,1,2
4.124012,0.473133,2,2
6.059749,0.470719,3,2
7.899352,0.468095,4,2
2.117210,0.472305,1,2
4.128272,0.472526,2,2
6.025469,0.473391,3,2
7.772181,0.476378,4,2
